blockchain,project,version,block_date,block_time,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_amount_raw,token_sold_amount_raw,amount_usd,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,tx_from,tx_to,trace_address,evt_index
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:55:23.000 UTC,,WETH,,,2e-05,249749642920553664,20000000000000,,0xdd69db25f6d620a7bad3023c5d32761d353d3de9,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x0a9f824c05a74f577a536a8a0c673183a872dff4,0x,0x0dcf98667c5400b7bc8de4ec2e4d03c5cd11fa85,0xc0a9db302602ca3e7c4eb735a9bc374602dcf0ffdc65115f139951e6cdd65ef8,0xa56399190abc439f7582933dc2d0718496b7ccf4,0x0a9f824c05a74f577a536a8a0c673183a872dff4,,5
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:58:57.000 UTC,USDC,WETH,USDC-WETH,0.637745,0.000332894917232265,637745,332894917232265,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x6e6ed2bdc42e560f2cc51fcf50d52722be2b950d,0x,0x17c14d2c404d167802b16c450d3c99f88f2c4f4d,0xbe51fb598c97af88eb8fc72b002d4103f11e5090cdd756aa06c08dbbd84b5b67,0x6e6ed2bdc42e560f2cc51fcf50d52722be2b950d,0xe592427a0aece92de3edee1f18e0157c05861564,,23
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:22.000 UTC,USDC,ARB,ARB-USDC,1479.898964,1028.9,1479898964,1028900000000000000000,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x912ce59144191c1204e64559fe8253a0e49e6548,0x567ec04dcf6cee8498f1fe690caa4401c2ee1651,0x,0xcda53b1f66614552f834ceef361a8d12a0b8dad8,0x6a30bea636c160fe89699db4de092cdb7f95fb84840187445dfccb224805ea59,0xbc6be95956a81be6f9dbdc2af429b4074729fde9,0x567ec04dcf6cee8498f1fe690caa4401c2ee1651,,30
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:58.000 UTC,WETH,MAGIC,MAGIC-WETH,0.002526055978172415,4.001215220170451,2526055978172415,4001215220170450900,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x539bde0d7dbd336b79148aa742883198bbf60342,0xb3701a61a9759d10a0fc7ce55354a8163496caec,0x,0x3a427cff84917fb3449b4059632459921ea23403,0x9e96140d11438953f6cf5ee79e2af5032018da1ecdcf243f1ea1a860995a3d26,0x8e29be35b85334c66b0bae8f3ab37012367e45b2,0xdd94018f54e565dbfc939f7c44a16e163faab331,,45
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 19:58:58.000 UTC,USDC,BOB,BOB-USDC,3.815115,3.815500169813771,3815115,3815500169813771040,,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b,0x79c912fef520be002c2b6e57ec4324e260f38e50,0x,0x0a8f50d8a22e2a36f46f3931a3086e6662b48bf5,0x6e25fbf1ed015c80ad194793d9e55d70b83d51ae7afbb5bbf8503901651212d1,0xe0a46db77fe3932a901214bfa0a1389d3e996332,0x9c12939390052919af3155f41bf4160fd3666a6f,,6
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:33.000 UTC,WETH,VELO,VELO-WETH,0.005739176827587777,75.21967372169816,5739176827587777,75219673721698157285,,0x4200000000000000000000000000000000000006,0x3c8b650257cfb5f272f799f5e2b4e65093a11a05,0xafe54a0e3ab5c19aeac473b326239a714823e71a,0x,0x06141423dcf1a5a4c137039063ac873cdc1e363a,0xd597b543a5785c8cf69372a6d44e76cfd3a72b15b81e588bf6fbe9dd201e1f58,0x14f0af589b9ab0e0d729c286e1c33cbbda5438e1,0xa12a1666c88f17c1a942f8cc16152bac48689176,,245
ethereum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:47.000 UTC,XLON,WETH,WETH-XLON,2129162191.2826276,0.40971255187603106,2129162191282627600000000000,409712551876031040,,0x36ff4dae0e88113d68b1209e245b0e3af92e9d58,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6db01031355fbf8eea0c06a5d56217ba1967f0df,0x,0xce1f0626083a00eaef1d85dd2979abb5b1c3657c,0xc8fe7c96325a8db2cd86ab9c52428fa96ad9b9cd33fb480979666a621b822a04,0xd7e4f16a443dc1f2b9f63ed912b64d5efe1e4997,0x6db01031355fbf8eea0c06a5d56217ba1967f0df,,60
ethereum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:11.000 UTC,DINO,WETH,DINO-WETH,8155.527031329352,0.07434375,8155527031329352000000,74343750000000000,,0x49642110b712c1fd7261bc074105e9e44676c68f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x,0x19c10e1f20df3a8c2ac93a62d7fba719fa777026,0x416403ca41a5cb3bab99fe68668056000e79a45e2a0a03b23f6a4162942ee372,0x663f59fde33220e4da0da5e577367023a4528408,0x881d40237659c251811cec9c364ef91dc08d300c,,201
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:47.000 UTC,,WETH,,,0.3022697297935116,18690440965174570,302269729793511521,,0xf00787c617fe808b463a89b0ea94dc643db28ebf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xbfb2e0239397e4388dc91dd44b953d83a5db3386,0x,0x7835cbe4d1b74343323b612f85e1d283ffed8b00,0x91305fdcfba067e816291f84682f0779a6a1704495d09fc41207b859cd791194,0x000026b0b3f1cc243a56736a93aa28e4d97a7d2a,0x00004ec2008200e43b243a000590d4cd46360000,,59
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:23.000 UTC,PAPA,WETH,PAPA-WETH,1418011.7323628736,6.84779409225e-07,1418011732362873581801072,684779409225,,0x6c4c193bff0a117f0c2b516802abba961a1eeb12,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd78a17297566dccb80714e52a01dc5c7a90b78ef,0x,0x45d559c7e2c2132e59100008cc2241b68c9689ed,0x93756e20027fdb6e513370afd2288d476a1b8f946bf1e0a3fa0586fb6b2410cb,0x9f7ce8f37da2081b9968766637503083bc92b640,0xea3445677511705e98dd786af11a60a876ca6ceb,,256
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:55:35.000 UTC,VOW,vUSD,VOW-vUSD,5764.990245120391,3802.28641223939,5764990245120390867462,3802286412239389801786,,0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb,0x0fc6c0465c9739d4a42daca22eb3b2cb0eb9937a,0x485f34c9a908b764b5e20262b00b0362f41ad292,0x,0x97be09f2523b39b835da9ea3857cfa1d3c660cbb,0x797b3f7549ce35c902109a7e90d10e6de5a5ed33641f6211fd51aedf4946de79,0x485f34c9a908b764b5e20262b00b0362f41ad292,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,313
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:23.000 UTC,WETH,PEPE,PEPE-WETH,6.84779409225e-07,5000.0,684779409225,5000000000000000000000,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x45d559c7e2c2132e59100008cc2241b68c9689ed,0x,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0x93756e20027fdb6e513370afd2288d476a1b8f946bf1e0a3fa0586fb6b2410cb,0x9f7ce8f37da2081b9968766637503083bc92b640,0xea3445677511705e98dd786af11a60a876ca6ceb,,253
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:57:59.000 UTC,,WETH,,,0.001273232806393166,432399900000000,1273232806393166,,0xe5a7c0cdb12f4de29bd063d9c0df333cfbe15011,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xbdfa3e79b8c67a922c86fcfe95232acf80c08ab9,0x,0xd82de4b69fa3e1d67be6ba3838f66815e77fd568,0x8af6dd842834e58fd10c4f1c94683c9a05dea9f2d264df1158387d8828da88ee,0xbdfa3e79b8c67a922c86fcfe95232acf80c08ab9,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,131
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:31.000 UTC,WBNB,,,0.06354310785835217,,63543107858352171,21034499999999999999999999999,,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x98a2500a2c3b8877b0ed5ac3acc300c50bf7064b,0x10ed43c718714eb63d5aa57b78b54704e256024e,0x,0x67c51db055ab177cdd1035857784481a9b4b90cb,0x3d9f2a5736b07e4276af55d7fdf0d667bb7a93ce204a9b2edf185ae4358cf4ac,0x96ea728ec5b3943e32b370b27fecafacb2b1316e,0x10ed43c718714eb63d5aa57b78b54704e256024e,,6
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:46.000 UTC,,WBNB,,,1.0,7156702300706438850369736746739,1000000000000000000,,0xe6bd3221fd849523a62ef7dc265cbc30caa69948,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x741320b7175cc32634c4c68939470ae1536d22d6,0x,0x6a36b9ea8b738badf6b9af950d51d7b913672aa8,0xcbfad58eaa3c05064745611f7c64d6447a7ca0d15f4d37f1ecc3d629d788ddff,0x741320b7175cc32634c4c68939470ae1536d22d6,0x13f4ea83d0bd40e75c8222255bc855a974568dd4,,207
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:58.000 UTC,WBNB,,,0.35570750499505116,,355707504995051150,3416300466660894544064,,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x92ed61fb8955cc4e392781cb8b7cd04aadc43d0c,0x13f4ea83d0bd40e75c8222255bc855a974568dd4,0x,0x2cdfd3d2ce2eb8ce4c42e099adaca83beadb4944,0xfe0cf54310f9a5238cfce0fc6ac583a2c220a66cac2772a257e350a561ba2812,0x9a5b725b3afeededec04335cfc435cdc71dbbe85,0x13f4ea83d0bd40e75c8222255bc855a974568dd4,,115
arbitrum,sushiswap,1,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:15.000 UTC,,WETH,,,0.19052497695372692,4853195098610107395422722,190524976953726900,,0xb65c59532969599f12958214750576b847ae0aa1,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x567dd547322cc783bdcf992d3519596f42cab5c6,0x,0xbe8b694ffc84250b9087a4cf3bfde60b6f2b6a06,0x31e697b17880a707964dd618f04894abef9be272065499f04aa827619dcd20ff,0x567dd547322cc783bdcf992d3519596f42cab5c6,0x0670a7bc7734cdd5b38c02bd6553036184cf66e7,,4
ethereum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:58:23.000 UTC,HEX,USDC,HEX-USDC,1116943.93587634,60883.700162,111694393587634,60883700162,,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa595732ad0c848c07bf2b7c408b573aaa8bdbf62,0x,0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,0x9854ff21e5b6674e1355fc433f5d58a8cc589622612d594efc30eb1925c15379,0xa595732ad0c848c07bf2b7c408b573aaa8bdbf62,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,8
ethereum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:23.000 UTC,WETH,PEPE,PEPE-WETH,0.06848548523031882,500000000.0,68485485230318816,500000000000000000000000000,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x9918cce4cd3ee1d604890a6622b589a872c1806d,0x,0x11950d141ecb863f01007add7d1a342041227b58,0xd9a99b2a22dd8474bd59331fd7a6cb5243bc6f1722f8a93e3b3e8f9bf44ffb5e,0x9918cce4cd3ee1d604890a6622b589a872c1806d,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,302
ethereum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:59.000 UTC,DC,WETH,DC-WETH,100.0,7.7000370833779e-05,100000000000000000000,77000370833779,,0x7b4328c127b85369d9f82ca0503b000d09cf9180,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x101c2212b0ea7728f68f6ebeeb7e0b0b29a6ff3e,0x,0x498498fa386ef2860e7abf8c60254580c8c41ec5,0xc93532d2e863b18a52b9824ae87cdb150691aea3cbcc899a3466dfee7a237b9f,0x101c2212b0ea7728f68f6ebeeb7e0b0b29a6ff3e,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,68
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:55:06.000 UTC,vUSD,vCRV,vCRV-vUSD,801.7349610155114,848.2447342026078,801734961015511400000,848244734202607800000,,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x7161c3416e08abaa5cd38e68d9a28e43a694e037,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0x6e39acc0dd292a70d92c447ebccb8728f4ed5fe4,0xec0735ef36872cb516938e92a2070e385ab2b375bc474aeb04b55c6ea1996eda,0x8579bcc3a698d50fe5884f093f22ae62ce635847,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,5
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:11.000 UTC,WETH,,,0.3580690591649099,,358069059164909860,17731688892565,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe5364e90abb511fb3ef45617dafd242e2ed6aa8c,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x,0xecfb1a9a07c810cdd213dfcb1251de3ceb8313e0,0x0a66e5a5c4c9125454c11225930c0701a9cdb25b994e816bb14552f250d99d76,0xbc69ab486852fa13c6ccd84800afdbbd984f4fd5,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,247
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:59.000 UTC,WETH,,,0.088613040777254,,88613040777253998,9296871484161400441491,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x873bcad30d1bd19a970584f82165744c65e31033,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x,0x665ee9ecc141c5ef031473ca4d803ce6d4662d80,0x08ffbe1228c98088a79c23bf1ee48a2fb5fb13c5526843fcc35b1c77fccca2a8,0x8605a1a70838c5ab478dbcbb41ff5ca806815d09,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,48
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:35.000 UTC,USDT,WETH,USDT-WETH,537.033439,0.2804948053161184,537033439,280494805316118389,,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf2794afa9f6f0688ad24404bb0f3ff34386bec4a,0x,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0x502cbf6319d0091b02670717df5c5c8c71f4a545dfb0e6cebab81ed79abcd131,0xf2794afa9f6f0688ad24404bb0f3ff34386bec4a,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,276
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:47.000 UTC,WETH,,,0.006084421299461721,,6084421299461721,18330858387597405616846637,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x54492df8494c7bbe47e358ce8f3e57cc48d09446,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x,0xf6da302d0f5aeeebc3c54384f651172acc50218f,0x86ad6eeb7f949d0d575390f0072bfad5f943b60893bf091bdda949a039076daa,0x6d4836bc4f6bfce81bec942fa89289cf273bd6d1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,78
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:57:11.000 UTC,,WETH,,,0.10380225097489171,1736884732580637086,103802250974891708,,0x8a114660a8846f5f9bad05bc91336cc5f40861f3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1d7274b99b908be28a85be69ea164784faf9a20c,0x,0x2a58bd07f17648c6d62da41727134e98aca8c36a,0xd6eab0219bc6eaea9ec73c905cbcc97e990639dce81d579b2c091974d09e798e,0x1d7274b99b908be28a85be69ea164784faf9a20c,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,222
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:47.000 UTC,ECT,WETH,ECT-WETH,293362.994855152,1.4449649888415836,293362994855152,1444964988841583541,,0xda4dd9586d27202a338843dd6b9824d267006783,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5536df335a97a9d6a1af4ecd210a1e8dc1b67412,0x,0x5b49001c8b756ab44b6ec3bcd1ea3f3a1c3cd758,0x42b1cd26d67746f5f978fd0566d22de9286a4d4e3ec77a9fa7f9f7c3faf8b93c,0x5536df335a97a9d6a1af4ecd210a1e8dc1b67412,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,39
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:59.000 UTC,PEPE,WETH,PEPE-WETH,14167712784.402643,1.9172979294926276,14167712784402642409969680384,1917297929492627456,,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0xa27ece7461dd98fdc57e8bd725d6af188bb88564858e6b985cc66b2c5a1ed520,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,,18
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:58:08.000 UTC,WETH,,,0.22861182649181955,,228611826491819552,67549901243520140000000000,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x9c8ef67c9168587134e1f29a71405dc753500a45,0x4c60051384bd2d3c01bfc845cf5f4b44bcbe9de5,0x,0xd0851b56495db22610277de3788ae0d903526322,0x7cf0a11869db758ba882ceb5c86c974aacd9bac17bfe88b3e6003b085f45d316,0x0dce801f79e3a3a7679a1e7aac07f4fc9ab37cc2,0x4c60051384bd2d3c01bfc845cf5f4b44bcbe9de5,,2
avalanche_c,trader_joe,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:57:39.000 UTC,USDC,BTC.b,BTC.b-USDC,139.159642,0.00468822,139159642,468822,,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x152b9d0fdc40c096757f570a51e494bd4b943e50,0x08bfcbf6be11f5eb89795525d31ba6717bc70ad3,0x,0x11c0f9134d7db45e3dab7a78ac3c957a92229e8c,0xf8123a9231277c04c7fb2348306a8cf420c6d13cd67886b3a24dcd35e491b080,0x08bfcbf6be11f5eb89795525d31ba6717bc70ad3,0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,,9
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 20:00:29.000 UTC,WETH,VELO,VELO-WETH,0.000142076569980777,1.8558930097316404,142076569980777,1855893009731640241,,0x4200000000000000000000000000000000000006,0x3c8b650257cfb5f272f799f5e2b4e65093a11a05,0x9fc9443af565e1d2d23871b608ef31ebcd32b700,0x,0x06141423dcf1a5a4c137039063ac873cdc1e363a,0x462e164e0fee967c5ff51c2fa8a4aff4431dfbef316f167e3b545750d24b5d60,0xad4796d21431a3d4272a681ce67b0236f1a5783a,0xba5fcc85d9bd699e1ba7f84fefdbef737267b0da,,264
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:37.000 UTC,,WBNB,,,0.03,1771399450733113,30000000000000000,,0x47fd014706081068448b89fc6baca2730977216a,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x9e3e8c820455d243c059414da39c312625d30040,0x,0x07b33bc3214a075dbebec8c72d175c7aa9b3dd56,0x11a5d96b848adb241b44c2fab4198802b0257f8192c2ef4922e4ae8962ca77d9,0x9e3e8c820455d243c059414da39c312625d30040,0x10ed43c718714eb63d5aa57b78b54704e256024e,,332
