blockchain,project,version,block_date,block_time,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_amount_raw,token_sold_amount_raw,amount_usd,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,tx_from,tx_to,trace_address,evt_index
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:47:19.000 UTC,vBNB,vUSD,vBNB-vUSD,5.588647757676361,1878.7612838515547,5588647757676360700,1878761283851554700000,,0xb6599bd362120dc70d48409b8a08888807050700,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0xf4d40ebcbf7063d4ff56c6df0179a86287c648de,0x595c4f9af35cf074547d22133d0982ebf5df63e546723c856ea4ba9689fa41ae,0xe80f80c5b83e45b71d8b67846d4eb62afe79fc8c,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,4
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:46:34.000 UTC,USDC,WETH,USDC-WETH,1949.116646,1.0083133674470226,1949116646,1008313367447022590,,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x4200000000000000000000000000000000000006,0xe48b804ae8b7de2165109eb63e3e811dcc3b5882,0x,0x85149247691df622eaf1a8bd0cafd40bc45154a9,0xffeb1410456058136790143b957d4da07b5b27d79a7cc5002e6cc360960467bf,0x67799576403b6fdfe47751167318ea1a78fc2038,0xe48b804ae8b7de2165109eb63e3e811dcc3b5882,,9
fantom,spookyswap,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:46:38.000 UTC,DAI,WFTM,DAI-WFTM,6.408649130799741,14.728977210692118,6408649130799741174,14728977210692118528,,0x8d11ec38a3eb5e956b052f67da8bdc9bef8abf3e,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,0xc3f95f723921350cae9022b022e523f09454dc44,0x,0xe120ffbda0d14f3bb6d6053e90e63c572a66a428,0x577ead897d88a963a3a5dc56b6e3147cb12fef5455399148005c6b2c4e609e9c,0xda3203f71628632c454dc810abbcee16c5f7ef2e,0x76703141370677bf62645cbb8d85b57d5176f7a9,,15
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:34.000 UTC,wstETH,OP,OP-wstETH,0.005552106582076303,5.396510711401675,5552106582076303,5396510711401674930,,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,0x4200000000000000000000000000000000000042,0x982fca92d06c355402de28827880ca2f239c1e85,0x,0x3905870e647c97cb9c8d99db24384f480531b5b9,0x0cc6a8cf215ab0cefa5b1df1b87b15e01f9cf26a6f9b73f17e2fea240b9a186a,0x58939670a7a0ab75975c493531c3ac0f0fd172e8,0x99ca76936ec36b0e65557e8b5b91b822c290c076,,486
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:51:11.000 UTC,WETH,,,0.013841747772591876,,13841747772591877,858400000000,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x77fc2e8c466ec873e6f574832e18b8db59cbe174,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x,0xf89845c5f812a6c71c0d15a4ddfeb8f60360e950,0x95719944b12afff4e3dd5589939fc1d7874e739e206433284181f204c1c44228,0x458bd026895b4af3c320ffd863b3fda8c65936c6,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,71
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:11.000 UTC,,WETH,,,0.05,1522882105856,50000000000000000,,0xc15e520e80ce9d3bfd2f3dacc902545d60804573,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xb8a3dc49c8467359724182fc2f7bdefb6eca1b8b,0x,0xa1f4be1ad7233f8c4c843f326e631cecad0b620c,0xe84f298b9ef3ad4e7e66d09ccc24c41630ab1d3ed3b48b43dbbff68448fbcb82,0xb8a3dc49c8467359724182fc2f7bdefb6eca1b8b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,31
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:51:11.000 UTC,EXRD,USDC,EXRD-USDC,13971.172200417373,1562.5,13971172200417373192192,1562500000,,0x6468e79a80c0eab0f9a2b574c8d5bc374af59414,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x280027dd00ee0050d3f9d168efd6b40090009246,0x,0x684b00a5773679f88598a19976fbeb25a68e9a5f,0x5d9e7f51370c9fc5096412c3b104573dbf92a3086bb5205929fcf0e4a37a2804,0x077f6053a90449f43d28c38e00123829b1f4dfac,0x280027dd00ee0050d3f9d168efd6b40090009246,,50
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:50:11.000 UTC,,WETH,,,0.1,677631511014729,100000000000000000,,0xc3abdf4de3f3bf291343864b4befc169262a579b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9aabaf21a6b6f1b89378336c0f94d3a8d021b8c0,0x,0xcb2681c5b669e3fcff3f3f537d19b33dfbe3281c,0x44b20f38b5f6086c00b61ce73c6102908e9e51940ef96a5dc5084c4e083c88d1,0x9aabaf21a6b6f1b89378336c0f94d3a8d021b8c0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,346
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:46:35.000 UTC,,WETH,,,0.05,30640084632812648343269,50000000000000000,,0xec196e38dbbbcb1e03bc0742908a385938555443,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd11ac40b4c2e7a6e15bb1188d97ebdc104c40430,0x,0xac31a7e1fdb91cfe992a0e4acd2c645687fd0cf5,0xa27179d6e45e46592b5c2daedfe8991a3c46d7fa7429c7157d08ed54e616c31f,0xd11ac40b4c2e7a6e15bb1188d97ebdc104c40430,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,101
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:47:59.000 UTC,WETH,ARB,ARB-WETH,2.0700829572595687,2770.1260286846277,2070082957259568640,2770126028684628000000,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x912ce59144191c1204e64559fe8253a0e49e6548,0x3eef3d8abc4b4c5521cc4c58423c88e13f8ccc51,0x,0xc6f780497a95e246eb9449f5e4770916dcd6396a,0x26bb15fe99572a69721dd449a8ebc79068cd5c06031175499324ce8ab3d3b80b,0xea080f268d478da08f95c174374e4f0b374044a5,0x3eef3d8abc4b4c5521cc4c58423c88e13f8ccc51,,10
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:47:11.000 UTC,USDC,WETH,USDC-WETH,784.485666,0.40605337687401794,784485666,406053376874017920,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x20585bfbc272a9d58ad17582bcda9a5a57271d6a,0x,0xc31e54c7a869b9fcbecc14363cf510d1c41fa443,0xefa39c8c20823aa2c0fcb05196d0f1f4f1f4f9d00ca25b3771323cf6c2bc399c,0x879c2a2f7e4071ebdc971e508885d4a8cdeaf227,0x0aacc6124269f9591a5fcb33d34654918c151221,,4
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:53:53.000 UTC,WBTC,OP,OP-WBTC,9.25e-06,0.12366794637752053,925,123667946377520528,,0x68f180fcce6836688e9084f035309e29bf0a2095,0x4200000000000000000000000000000000000042,0xa6d7d0e650aa40ffa42d845a354c12c2bc0ab15f,0x,0x0893e340ee2b0263ddad2f3b8bd23dba11859aea,0xba199a7174a9daec32b9e31df694b8ccc4d95e610fcb8e8a6bf2841ac9f8fe7e,0x55dcad916750c19c4ec69d65ff0317767b36ce90,0xf5ab9bf279284fb8e3de1c3bf0b0b4a6fb0bb538,,11
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:34.000 UTC,USDC,WETH,USDC-WETH,2.415562,0.00125,2415562,1250000000000000,,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x4200000000000000000000000000000000000006,0x982fca92d06c355402de28827880ca2f239c1e85,0x,0x85149247691df622eaf1a8bd0cafd40bc45154a9,0x43ff48846a2d2dc3c90b9e9e69f189faaa5b30df6e7ae824da0d9c4389dd0a12,0xa79c12bcf11133af01b6b20f16f8aafaecdebc93,0x99ca76936ec36b0e65557e8b5b91b822c290c076,,47
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:53:08.000 UTC,OP,RED,OP-RED,0.003664454163052592,0.001413623966940065,3664454163052592,1413623966940065,,0x4200000000000000000000000000000000000042,0x3417e54a51924c225330f8770514ad5560b9098d,0xffd74ef185989bff8752c818a53a47fc45388f08,0x,0xb7d1b5a725f7f1977aae752ba1fae29341f1d7f9,0x74eb540d5e1e0d0603ba8a383fa575c5eaba4fbbd1cfd2a967e9f434c40822b4,0xad4796d21431a3d4272a681ce67b0236f1a5783a,0xba5fcc85d9bd699e1ba7f84fefdbef737267b0da,,141
ethereum,sushiswap,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:11.000 UTC,WETH,RGT,RGT-WETH,1.17930495815122,2687.3957225121844,1179304958151220075,2687395722512184400000,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd291e7a03283640fdc51b121ac401383a46cc623,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x,0x18a797c7c70c1bf22fdee1c09062aba709cacf04,0xd4d6da5cdcbe24600475ad585e961ead5948a3f08448a1ed7e2cd125df0e53f1,0x9f7ca294cb159f307ebb406babe4677750543451,0xe66b31678d6c16e9ebf358268a790b763c133750,,283
avalanche_c,trader_joe,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:53:19.000 UTC,USDt,USDC,USDC-USDt,45.486351,45.4909,45486351,45490900,,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xb52f7b3460dfe87fffcf6e74f2bd3217d2cdbdc7,0x,0x1d7a1a79e2b4ef88d2323f3845246d24a3c20f1d,0xa62463079c9f4188593c4c3b76bd821a192aaff250445298d81f5a077488df18,0xb52f7b3460dfe87fffcf6e74f2bd3217d2cdbdc7,0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,,12
arbitrum,sushiswap,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:13.000 UTC,WETH,MAGIC,MAGIC-WETH,0.05301587846082942,84.50385451520641,53015878460829414,84503854515206406297,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x539bde0d7dbd336b79148aa742883198bbf60342,0xb3701a61a9759d10a0fc7ce55354a8163496caec,0x,0xb7e50106a5bd3cf21af210a755f9c8740890a8c9,0x96f375c0ed4441de756c2b23ecdb37cdbcddbdfd5a7e0fa557de57ea13045df7,0x4412d3b92de7ca2ec84cbdccb4bfed74b4dec0b7,0xdd94018f54e565dbfc939f7c44a16e163faab331,,34
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:42.000 UTC,USDC,USDT,USDC-USDT,7993.570272,7992.602894,7993570272,7992602894,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xc4d3ba83a22a922cac61900c848bb35a0333fd02,0x,0x8c9d230d45d6cfee39a6680fb7cb7e8de7ea8e71,0x6efa2034a3e43c843f4d52be687db8033b61831b69ddfcbc22f0d4dc695f9469,0x7bdf41f2dd35888a4888473a53df8bf350bf9174,0xfaf1f5aa39af86980f665d45f70541474c3dc073,,16
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:51.000 UTC,WETH,USDC,USDC-WETH,0.3875593014765447,749.625,387559301476544700,749625000,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x8dd6ae22d7db82d559a2aa295ecd8904c8355ad3,0x,0xc31e54c7a869b9fcbecc14363cf510d1c41fa443,0x735b167fab25dcb84fdf78975db0df2a5d52792ec4ed4ef4341618bf7b9cd98f,0x5d19e5b4149977f881aec388f7f496a9273fd833,0x0c6134abc08a1eafc3e2dc9a5ad023bb08da86c3,,31
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:06.000 UTC,USDC,ARB,ARB-USDC,1480.125368,1024.8,1480125368,1024800000000000000000,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x912ce59144191c1204e64559fe8253a0e49e6548,0x567ec04dcf6cee8498f1fe690caa4401c2ee1651,0x,0xcda53b1f66614552f834ceef361a8d12a0b8dad8,0xfff94c6df41764c4b06215f1e90e8ca61b99eabd63d2b5a9888a1d4bd7f4d3c3,0x9ae07e7738045d570f91783c86324c4947ea6c24,0x567ec04dcf6cee8498f1fe690caa4401c2ee1651,,28
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:47.000 UTC,USDT,WETH,USDT-WETH,88.411539,0.04575590855314059,88411539,45755908553140584,,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x8b884aec286913b3f951fe7fc029a5ff6a1c9f93,0x,0x641c00a822e8b671738d32a431a4fb6074e5c79d,0xfee5fa03cb7315751dc887267dc849912119a50e6c1625987a4a0df514985cd5,0xb1fb86e1e7ee4d57e9c78f380890f03e385f3031,0x8b884aec286913b3f951fe7fc029a5ff6a1c9f93,,67
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:23.000 UTC,WETH,,,0.020481421809407103,,20481421809407106,88956225530000000000000000,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3067eac379424de51060efcba2799257bbd66956,0x363e28ed2af57af9a2426db4f38b2c7df5dcf990,0x,0x16e3c95fd01f7015753344f6b6290308f3e45627,0xbf602e7729015075ece54dba19cd9bfc5ae9400a47f51640df4c0f222d5ab0d0,0xacfd5c79cdee7618088a73984900611442400c20,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,269
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:47:47.000 UTC,PLEB,WETH,PLEB-WETH,28281504344.84725,0.2582532106804445,28281504344847250080070992139,258253210680444501,,0xe19f85c920b572ca48942315b06d6cac86585c87,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa2c2c5c8a1d34f290c134e1a7574a6592962249e,0x,0x5f91c89ea4d0052dc7fa79ed499215ef767dbfbf,0x48699f528b414d8a1dc5cb714a547cc954011b0482fb41eb6d6436c0bfd17019,0xa2c2c5c8a1d34f290c134e1a7574a6592962249e,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,50
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:46:59.000 UTC,,WETH,,,0.01,9090546149609756449680918,10000000000000000,,0x105cced8f692eb909881aa06b7d832d421c3aeac,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x19a778c7ad8dcfbbc71241658296c5dc680d4f92,0x,0xbce4ab4916ded41d70568cc019c92d90c3a9dc3b,0x9a80b70e2627179d0c583e690daac98aabfd78ca7ae2ba21509514da2b9c0bef,0x19a778c7ad8dcfbbc71241658296c5dc680d4f92,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,300
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:50:11.000 UTC,WETH,DGRN,DGRN-WETH,0.12292968805671742,87875.22571480191,122929688056717426,87875225714801921936267,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x71e368ed06814bf35d4e663eff946400a5bc8115,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x,0x8521a3db3c1ce70060c742aeca1013f1d050c48a,0x64638846fece6fa768cca3925b7f3df0d7abdea1f56f6966cdae0d6fc4ed8a9c,0xffc2b92aa8f08cbf5a915c9755a23bad3d0f1a39,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,200
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:11.000 UTC,WETH,,,1.330989835086725,,1330989835086725120,353159429004113387172740988928,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa589d8868607b8d79ee4288ce192796051263b64,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x,0xd7452bbc6d5acdbd53d544ab4bf84a8dc5aa1b8e,0x3cf15019012b3d4a05626cb27170f200be04d4e8bb4896cace586dbca5a8da57,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,,71
fantom,spookyswap,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:14.000 UTC,,WFTM,,,300.0,1050275083379260088311,300000000000000000000,,0x9d52ee5e5686f6be3be472fb4d5e7da0cb8794de,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,0xd8f878918000e26a5a1a4a23f734268563df2cad,0x,0xedecab51cc97d6f5cd6efb01a2cda6a842b0c3bf,0x2de64a30a3703e99526efc017b92f932c8acf37ce61634c3f54dc481e29c5323,0xd8f878918000e26a5a1a4a23f734268563df2cad,0x31f63a33141ffee63d4b26755430a390acdd8a4d,,4
avalanche_c,trader_joe,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:36.000 UTC,USDt,USDC,USDC-USDt,1030.991761,1031.094861,1030991761,1031094861,,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xa7816b59aa00025d3788ce8c5a4a52ec167b1225,0x,0x1d7a1a79e2b4ef88d2323f3845246d24a3c20f1d,0x75608666ac1a0ce4b367cd93ae883168847fbf20855481abff3dba610be34a0d,0xa7816b59aa00025d3788ce8c5a4a52ec167b1225,0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,,22
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:53:08.000 UTC,WETH,USDC,USDC-WETH,0.004069849304041549,7.863832,4069849304041549,7863832,,0x4200000000000000000000000000000000000006,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0xd0b6809f9b6fdec41280e0c843b4c232425d8015,0x,0x79c912fef520be002c2b6e57ec4324e260f38e50,0x74eb540d5e1e0d0603ba8a383fa575c5eaba4fbbd1cfd2a967e9f434c40822b4,0xad4796d21431a3d4272a681ce67b0236f1a5783a,0xba5fcc85d9bd699e1ba7f84fefdbef737267b0da,,12
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:34.000 UTC,wstETH,OP,OP-wstETH,0.005553139549778906,5.396729348472209,5553139549778906,5396729348472209246,,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,0x4200000000000000000000000000000000000042,0x982fca92d06c355402de28827880ca2f239c1e85,0x,0x3905870e647c97cb9c8d99db24384f480531b5b9,0x0cc6a8cf215ab0cefa5b1df1b87b15e01f9cf26a6f9b73f17e2fea240b9a186a,0x58939670a7a0ab75975c493531c3ac0f0fd172e8,0x99ca76936ec36b0e65557e8b5b91b822c290c076,,366
bnb,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:47:17.000 UTC,WBNB,,,0.6521890635379837,,652189063537983620,218682546823773130000,,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b,0x37ff147b2da3d6dc511e0f78660e1566a3cdb94c,0x,0x20a0120fe770cf1354bf9c991178d653639757cd,0x3ac2d173594aab2453edbef243fccb670f48e7307ba9838fe0fe45fc2c5cf8c3,0x1331ec6ca018a584e5d9894f6717b29461261236,0x402f3d3c14843ff0988be69c1042b4e71a014a7d,,127
avalanche_c,trader_joe,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:51:10.000 UTC,WAVAX,,,4.228110236931812,,4228110236931812574,295856138449553908175,,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0xf32398dae246c5f672b52a54e9b413dffcae1a44,0x9f8973fb86b35c307324ec31fd81cf565e2f4a63,0x,0xc45893e0ee426a643e54829ee8c697995e5980ed,0xec42a4930baf26e10b5bc4012868a33b682e86f95a11b1636f20a71d0f73682f,0xe234275d6bf2d3ab29902a53b5bc7c1cd819d33c,0x1111111254eeb25477b68fb85ed929f73a960582,,16
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:11.000 UTC,WETH,BOB,BOB-WETH,0.039546791381388495,6024623.5813862365,39546791381388500,6024623581386237169057608,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7d8146cf21e8d7cbe46054e01588207b51198729,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x,0xbe8bc29765e11894f803906ee1055a344fdf2511,0xf1aa9d676420f79d8129f586bdde297bfaefbe0d3c7ad9bea9e9c755118811c1,0x2f3a6ca4dc3695c6961fd1d48823ad02e10da738,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,205
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:35.000 UTC,,WETH,,,0.16674546954272768,1181779639732688388096,166745469542727680,,0xd3af7e96cad8d72f577e55f87e1e56b60aa675b0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x,0x21aa916eaee238b5cfdaed194dcdf18f6759126e,0x55e744ff78e30d5035ebb9e7eebc87ced88df31ff77426be2687fafae6f5033a,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,,40
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:11.000 UTC,WETH,,,0.13048360097707487,,130483600977074880,361182058388252214,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xff1411fa907487b381dc26411b95edcb64948fae,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x,0x2cd3e69573d2f8c9a8eae038692e6704898b276c,0x6868e55ff1ef767ccc8f0a3a9a57b1ecdf8de01d726d11650778c0f3a8c94c1b,0xc81e8c8c95b62a63becd68a29ea648a0357220f1,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,271
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:52:00.000 UTC,ARB,USDC,ARB-USDC,693.3474472965007,1000.0,693347447296500700000,1000000000,,0x912ce59144191c1204e64559fe8253a0e49e6548,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x323394d4cbb8002bbc6512848992b6c560147a0e,0x,0xcda53b1f66614552f834ceef361a8d12a0b8dad8,0xc4f5010b4abd1947de2d56ad152f0f6862244d471c5531ab00fb798edc89cf60,0x323394d4cbb8002bbc6512848992b6c560147a0e,0x4c60051384bd2d3c01bfc845cf5f4b44bcbe9de5,,10
avalanche_c,trader_joe,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:04.000 UTC,BTC.b,WETH.e,BTC.b-WETH.e,0.0001215,0.001869166576813331,12150,1869166576813331,,0x152b9d0fdc40c096757f570a51e494bd4b943e50,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,0xfaaef896e8b9a891b6a13b3cab7f9300f637d2e3,0x,0xf43f906250bea2d84aeaaf28bd7ac74d5c8dbfb6,0xdb023d72416d237afa9bbb42bad0b8ce483139678ca957bcbd694482d744be03,0xfaaef896e8b9a891b6a13b3cab7f9300f637d2e3,0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,,22
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:19.000 UTC,WETH,OP,OP-WETH,0.04601360293556165,39.966015242628465,46013602935561646,39966015242628461942,,0x4200000000000000000000000000000000000006,0x4200000000000000000000000000000000000042,0x9c12939390052919af3155f41bf4160fd3666a6f,0x,0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,0x8249fe01362761f8236b4e7784ddcb73a083093d33a0804fecd3d517ed89cc0f,0xb8b281e556c478583087ae5af5356b485b83e819,0x9c12939390052919af3155f41bf4160fd3666a6f,,6
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:34.000 UTC,sETH,WETH,sETH-WETH,0.17058249663863725,0.17,170582496638637257,170000000000000000,,0xe405de8f52ba7559f9df3c368500b6e6ae6cee49,0x4200000000000000000000000000000000000006,0xf0694acc9e941b176e17b9ef923e71e7b8b2477a,0x,0xfd7fddfc0a729ecf45fb6b12fa3b71a575e1966f,0x94d4b02f384f7365d5832c72a61f8dc501c86f3ec792b6f1aacc18c9515583b2,0x2423700743bf31046150a844e84b3fab91e25af9,0x1111111254760f7ab3f16433eea9304126dcd199,,7
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 18:49:04.000 UTC,vUSD,vNEAR,vNEAR-vUSD,1382.9961729562983,709.9297569382287,1382996172956298400000,709929756938228700000,,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x3fb3282e3ba34a0bff94845f1800eb93cc6850d4,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0x2534d4f1325aa7d3fc8d5d14f224e5c587a719b0,0xa3c640c5148d0429a359f76a3b55a97d437a66b4301d31aa0c1439cc25b6150e,0xb4419b8687eb4007bebe565593c785651bf9a03a,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,5
arbitrum,sushiswap,1,2023-04-27 00:00:00.000 UTC,2023-04-27 18:47:20.000 UTC,,WETH,,,0.005317666670586888,12905368192790,5317666670586888,,0x15b2fb8f08e4ac1ce019eadae02ee92aedf06851,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x023ccc857506ed305e589cb0257b18817ee0921c,0x,0x82b90085c9d884c2a2c73e9b15f1c619c8b76117,0xc7b72dd30403dc306b26c31ce5b41e02cc75da8731c7f254c9223e889f4e3765,0x3699916b1d849ed78f61a5f189bcc29b15172762,0x4de6afea99a01d9e98aec3e12ffb0e66d928e171,,15
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:50:35.000 UTC,PEPE,WETH,PEPE-WETH,7520902188.413232,1.0,7520902188413232533172060040,1000000000000000000,,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x79db231edb09774428db5580054ef8b4dacd4a71,0x,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0x748d7d3306fb7447b3ef9b6473dc15a723d9bcb232e27043e77e01eb5526f427,0x79db231edb09774428db5580054ef8b4dacd4a71,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,77
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 18:48:47.000 UTC,KERMIT,WETH,KERMIT-WETH,57879.227821164,0.01142984910475324,57879227821164,11429849104753240,,0x53250b5dfa8c911547afeaf18db025024c8e919a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xbf466c91165cf64afb1cca713b2503846f0411f7,0x,0x61ce73f7915d2a65de70cae38b051727a81306c8,0x607aef2ec1823fac42cdeb2e955849c63d9e2781a85155073ffcedb5784ad09f,0xbf466c91165cf64afb1cca713b2503846f0411f7,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,150
