dt,bend_borrow_volume,nftfi_borrow_volume,pine_borrow_volume,arcade_borrow_volume,jpegd_borrow_volume,drops_borrow_volume,x2y2_borrow_volume,paraspace_borrow_volume,total_borrow_volume,bend_cumu_borrow_volume,nftfi_cumu_borrow_volume,pine_cumu_borrow_volume,arcade_cumu_borrow_volume,jpegd_cumu_borrow_volume,drops_cumu_borrow_volume,x2y2_cumu_borrow_volume,paraspace_cumu_borrow_volume
2022-10-02 00:00,508556,317229,2043,160426,0,4000,0,0,992254,150126923,268903697,4034897,29326987,5303183,3916787,5027,0
2022-10-01 00:00,30444,464485,0,96840,0,12245,0,0,604014,149618367,268586468,4032854,29166561,5303183,3912787,5027,0
2022-09-30 00:00,326761,158403,65,847973,250,7000,0,0,1340452,149587923,268121983,4032854,29069721,5303183,3900542,5027,0
2022-09-29 00:00,206312,1866841,49,12729,0,12179,5027,0,2098110,149261162,267963580,4032789,28221748,5302933,3893542,5027,0
2022-09-28 00:00,462418,2443238,46,141589,0,0,0,0,3047291,149054850,266096739,4032740,28209019,5302933,3881363,0,0
2022-09-27 00:00,157122,209395,2,1708820,175,9536,0,0,2085050,148592432,263653501,4032694,28067430,5302933,3881363,0,0
2022-09-26 00:00,312450,280415,479,2513,0,2101,0,0,597958,148435310,263444106,4032692,26358610,5302758,3871827,0,0
2022-09-25 00:00,639609,225028,147,2500,0,10527,0,0,877811,148122860,263163691,4032213,26356097,5302758,3869726,0,0
2022-09-24 00:00,497892,98894,4450,7319,0,2395,0,0,610950,147483251,262938663,4032066,26353597,5302758,3859199,0,0
2022-09-23 00:00,417270,708630,0,50,0,0,0,0,1125950,146985359,262839769,4027616,26346278,5302758,3856804,0,0
2022-09-22 00:00,582829,183041,2203,342030,0,1544,0,0,1111647,146568089,262131139,4027616,26346228,5302758,3856804,0,0
2022-09-21 00:00,257448,291299,102,129069,115,24728,0,0,702761,145985260,261948098,4025413,26004198,5302758,3855260,0,0
2022-09-20 00:00,111672,137295,51,183840,125,48430,0,0,481413,145727812,261656799,4025311,25875129,5302643,3830532,0,0
2022-09-19 00:00,264731,238399,450,27688,77540,15993,0,0,624801,145616140,261519504,4025260,25691289,5302518,3782102,0,0
2022-09-18 00:00,686251,645241,0,5843,0,15800,0,0,1353135,145351409,261281105,4024810,25663601,5224978,3766109,0,0
2022-09-17 00:00,293480,149570,1275,0,2500,20780,0,0,467605,144665158,260635864,4024810,25657758,5224978,3750309,0,0
2022-09-16 00:00,84471,163518,0,0,17755,1456,0,0,267200,144371678,260486294,4023535,25657758,5222478,3729529,0,0
2022-09-15 00:00,169161,364913,4003,76893,450,15000,0,0,630420,144287207,260322776,4023535,25657758,5204723,3728073,0,0
2022-09-14 00:00,3991,529238,792,0,500,10123,0,0,544644,144118046,259957863,4019532,25580865,5204273,3713073,0,0
2022-09-13 00:00,568793,518139,0,1762,500,16616,0,0,1105810,144114055,259428625,4018740,25580865,5203773,3702950,0,0
2022-09-12 00:00,338958,298709,0,15597,0,0,0,0,653264,143545262,258910486,4018740,25579103,5203273,3686334,0,0
2022-09-11 00:00,812747,351796,541,1853,0,353,0,0,1167290,143206304,258611777,4018740,25563506,5203273,3686334,0,0
2022-09-10 00:00,416701,713446,1804,10000,0,0,0,0,1141951,142393557,258259981,4018199,25561653,5203273,3685981,0,0
2022-09-09 00:00,386395,568524,0,149510,1500,0,0,0,1105929,141976856,257546535,4016395,25551653,5203273,3685981,0,0
2022-09-08 00:00,359456,458068,10571,176022,15000,68379,0,0,1087496,141590461,256978011,4016395,25402143,5201773,3685981,0,0
2022-09-07 00:00,404583,657013,1990,18600,0,18095,0,0,1100281,141231005,256519943,4005824,25226121,5186773,3617602,0,0
2022-09-06 00:00,696469,644606,629,3271,131078,6133,0,0,1482186,140826422,255862930,4003834,25207521,5186773,3599507,0,0
2022-09-05 00:00,538909,257156,54,3478,0,0,0,0,799597,140129953,255218324,4003205,25204250,5055695,3593374,0,0
2022-09-04 00:00,70644,794704,95,0,8000,468,0,0,873911,139591044,254961168,4003151,25200772,5055695,3593374,0,0
2022-09-03 00:00,82557,306038,4061,50,6000,18497,0,0,417203,139520400,254166464,4003056,25200772,5047695,3592906,0,0
2022-09-02 00:00,381162,382342,7619,0,148899,0,0,0,920022,139437843,253860426,3998995,25200722,5041695,3574409,0,0
2022-09-01 00:00,172568,165240,5396,1559,0,0,0,0,344763,139056681,253478084,3991376,25200722,4892796,3574409,0,0
2022-08-31 00:00,100257,633485,14296,851904,0,11204,0,0,1611146,138884113,253312844,3985980,25199163,4892796,3574409,0,0
2022-08-30 00:00,723776,3654633,46,70370,0,2486,0,0,4451311,138783856,252679359,3971684,24347259,4892796,3563205,0,0
2022-08-29 00:00,620262,719146,0,0,22000,0,0,0,1361408,138060080,249024726,3971638,24276889,4892796,3560719,0,0
2022-08-28 00:00,242973,291068,11362,0,0,1488,0,0,546891,137439818,248305580,3971638,24276889,4870796,3560719,0,0
2022-08-27 00:00,627018,451748,0,30000,15000,9704,0,0,1133470,137196845,248014512,3960276,24276889,4870796,3559231,0,0
2022-08-26 00:00,1770131,429699,1089,92006,0,20888,0,0,2313813,136569827,247562764,3960276,24246889,4855796,3549527,0,0
2022-08-25 00:00,1012516,554741,32,30241,0,1697,0,0,1599227,134799696,247133065,3959187,24154883,4855796,3528639,0,0
2022-08-24 00:00,2131110,518680,1013,400088,20000,4635,0,0,3075526,133787180,246578324,3959155,24124642,4855796,3526942,0,0
2022-08-23 00:00,355816,423276,747,56945,0,0,0,0,836784,131656070,246059644,3958142,23724554,4835796,3522307,0,0
2022-08-22 00:00,5788,233559,12060,0,22350,2373,0,0,276130,131300254,245636368,3957395,23667609,4835796,3522307,0,0
2022-08-21 00:00,20103,340720,2400,80431,25000,9652,0,0,478306,131294466,245402809,3945335,23667609,4813446,3519934,0,0
2022-08-20 00:00,760754,277629,4345,5830,5000,12957,0,0,1066515,131274363,245062089,3942935,23587178,4788446,3510282,0,0
2022-08-19 00:00,176930,302141,8088,1737,0,36777,0,0,525673,130513609,244784460,3938590,23581348,4783446,3497325,0,0
2022-08-18 00:00,843113,593792,1431,0,5000,8371,0,0,1451707,130336679,244482319,3930502,23579611,4783446,3460548,0,0
2022-08-17 00:00,288990,478591,0,5683,28500,27630,0,0,829394,129493566,243888527,3929071,23579611,4778446,3452177,0,0
2022-08-16 00:00,679557,641242,5963,0,0,160,0,0,1326922,129204576,243409936,3929071,23573928,4749946,3424547,0,0
2022-08-15 00:00,493440,322242,4825,0,12200,49943,0,0,882650,128525019,242768694,3923108,23573928,4749946,3424387,0,0
2022-08-14 00:00,30009,592492,4632,0,0,6595,0,0,633728,128031579,242446452,3918283,23573928,4737746,3374444,0,0
2022-08-13 00:00,401296,519846,11667,0,0,40976,0,0,973785,128001570,241853960,3913651,23573928,4737746,3367849,0,0
2022-08-12 00:00,245252,616707,18062,56984,30151,5380,0,0,972536,127600274,241334114,3901984,23573928,4737746,3326873,0,0
2022-08-11 00:00,454508,944005,997,100,12000,48535,0,0,1460145,127355022,240717407,3883922,23516944,4707595,3321493,0,0
2022-08-10 00:00,1174057,557848,1615,90028,0,0,0,0,1823548,126900514,239773402,3882925,23516844,4695595,3272958,0,0
2022-08-09 00:00,427999,470452,0,3816,12500,1200,0,0,915967,125726457,239215554,3881310,23426816,4695595,3272958,0,0
2022-08-08 00:00,391928,354513,30,0,5293,22050,0,0,773814,125298458,238745102,3881310,23423000,4683095,3271758,0,0
2022-08-07 00:00,186373,569349,380,0,8000,4003,0,0,768105,124906530,238390589,3881280,23423000,4677802,3249708,0,0
2022-08-06 00:00,213945,405796,0,0,0,516,0,0,620257,124720157,237821240,3880900,23423000,4669802,3245705,0,0
2022-08-05 00:00,263272,437406,3,50000,0,666,0,0,751347,124506212,237415444,3880900,23423000,4669802,3245189,0,0
2022-08-04 00:00,487747,462790,15829,125010,0,59955,0,0,1151331,124242940,236978038,3880897,23373000,4669802,3244523,0,0
2022-08-03 00:00,67625,748417,7252,0,36558,35832,0,0,895684,123755193,236515248,3865068,23247990,4669802,3184568,0,0
2022-08-02 00:00,173303,3117816,1589,0,7800,7263,0,0,3307771,123687568,235766831,3857816,23247990,4633244,3148736,0,0
2022-08-01 00:00,345484,268174,1278,0,0,21541,0,0,636477,123514265,232649015,3856227,23247990,4625444,3141473,0,0
2022-07-31 00:00,80803,246446,867,0,0,7674,0,0,335790,123168781,232380841,3854949,23247990,4625444,3119932,0,0
2022-07-30 00:00,227592,77296,531,0,5390,11057,0,0,321866,123087978,232134395,3854082,23247990,4625444,3112258,0,0
2022-07-29 00:00,316279,750397,1437,13,0,3500,0,0,1071626,122860386,232057099,3853551,23247990,4620054,3101201,0,0
2022-07-28 00:00,181547,864106,15628,18,10699,3500,0,0,1075498,122544107,231306702,3852114,23247977,4620054,3097701,0,0
2022-07-27 00:00,391362,1392569,287,0,0,5021,0,0,1789239,122362560,230442596,3836486,23247959,4609355,3094201,0,0
2022-07-26 00:00,454308,334867,1902,0,0,0,0,0,791077,121971198,229050027,3836199,23247959,4609355,3089180,0,0
2022-07-25 00:00,287418,641004,1020,5,0,0,0,0,929447,121516890,228715160,3834297,23247959,4609355,3089180,0,0
2022-07-24 00:00,231851,263746,1097,9,104390,0,0,0,601093,121229472,228074156,3833277,23247954,4609355,3089180,0,0
2022-07-23 00:00,70614,574739,213,0,0,0,0,0,645566,120997621,227810410,3832180,23247945,4504965,3089180,0,0
2022-07-22 00:00,319315,693000,1310,0,0,0,0,0,1013625,120927007,227235671,3831967,23247945,4504965,3089180,0,0
2022-07-21 00:00,243885,529795,5139,0,280900,0,0,0,1059719,120607692,226542671,3830657,23247945,4504965,3089180,0,0
2022-07-20 00:00,430234,704908,2535,0,0,0,0,0,1137677,120363807,226012876,3825518,23247945,4224065,3089180,0,0
2022-07-19 00:00,484831,965068,516,159,0,0,0,0,1450574,119933573,225307968,3822983,23247945,4224065,3089180,0,0
2022-07-18 00:00,282368,1012484,7,0,28000,0,0,0,1322859,119448742,224342900,3822467,23247786,4224065,3089180,0,0
2022-07-17 00:00,302808,409934,2765,5,95697,0,0,0,811209,119166374,223330416,3822460,23247786,4196065,3089180,0,0
2022-07-16 00:00,129661,337143,438,0,36324,0,0,0,503566,118863566,222920482,3819695,23247781,4100368,3089180,0,0
2022-07-15 00:00,354738,225273,11710,55,23000,0,0,0,614776,118733905,222583339,3819257,23247781,4064044,3089180,0,0
2022-07-14 00:00,703256,516632,2777,47,16498,20058,0,0,1259268,118379167,222358066,3807547,23247726,4041044,3089180,0,0
2022-07-13 00:00,705451,764447,69,120,9000,2135,0,0,1481222,117675911,221841434,3804770,23247679,4024546,3069122,0,0
2022-07-12 00:00,793377,1149345,190,0,0,0,0,0,1942912,116970460,221076987,3804701,23247559,4015546,3066987,0,0
2022-07-11 00:00,26345,171495,7856,15,0,2100,0,0,207811,116177083,219927642,3804511,23247559,4015546,3066987,0,0
2022-07-10 00:00,348493,524386,7691,0,0,35118,0,0,915688,116150738,219756147,3796655,23247544,4015546,3064887,0,0
2022-07-09 00:00,619207,513066,6671,0,0,1220,0,0,1140164,115802245,219231761,3788964,23247544,4015546,3029769,0,0
2022-07-08 00:00,629243,318193,133,0,0,31420,0,0,978989,115183038,218718695,3782293,23247544,4015546,3028549,0,0
2022-07-07 00:00,454429,257398,97,16000,0,336,0,0,728260,114553795,218400502,3782160,23247544,4015546,2997129,0,0
2022-07-06 00:00,331355,494971,138,0,35120,9147,0,0,870731,114099366,218143104,3782063,23231544,4015546,2996793,0,0
2022-07-05 00:00,231015,268545,683,0,0,5099,0,0,505342,113768011,217648133,3781925,23231544,3980426,2987646,0,0
2022-07-04 00:00,15669,840884,20,11996,0,1014,0,0,869583,113536996,217379588,3781242,23231544,3980426,2982547,0,0
2022-07-03 00:00,142937,3480627,5956,0,0,3000,0,0,3632520,113521327,216538704,3781222,23219548,3980426,2981533,0,0
2022-07-02 00:00,3164,373184,4068,0,0,4219,0,0,384635,113378390,213058077,3775266,23219548,3980426,2978533,0,0
2022-07-01 00:00,35388,178006,2040,0,10058,1275,0,0,226767,113375226,212684893,3771198,23219548,3980426,2974314,0,0
2022-06-30 00:00,43835,434040,104,0,0,3000,0,0,480979,113339838,212506887,3769158,23219548,3970368,2973039,0,0
2022-06-29 00:00,231096,537056,953,0,0,4495,0,0,773600,113296003,212072847,3769054,23219548,3970368,2970039,0,0
2022-06-28 00:00,281817,425196,3839,0,80000,3180,0,0,794032,113064907,211535791,3768101,23219548,3970368,2965544,0,0
2022-06-27 00:00,244100,354637,952,0,0,2661,0,0,602350,112783090,211110595,3764262,23219548,3890368,2962364,0,0
2022-06-26 00:00,126765,498313,6530,0,4000,40369,0,0,675977,112538990,210755958,3763310,23219548,3890368,2959703,0,0
2022-06-25 00:00,158343,242293,10991,0,0,10082,0,0,421709,112412225,210257645,3756780,23219548,3886368,2919334,0,0
2022-06-24 00:00,290135,418813,3855,0,5966,5805,0,0,724574,112253882,210015352,3745789,23219548,3886368,2909252,0,0
2022-06-23 00:00,126922,257080,1849,0,0,0,0,0,385851,111963747,209596539,3741934,23219548,3880402,2903447,0,0
2022-06-22 00:00,141608,304931,1726,0,0,5438,0,0,453703,111836825,209339459,3740085,23219548,3880402,2903447,0,0
2022-06-21 00:00,205581,196666,3820,0,10125,0,0,0,416192,111695217,209034528,3738359,23219548,3880402,2898009,0,0
2022-06-20 00:00,229952,83325,699,0,29410,500,0,0,343886,111489636,208837862,3734539,23219548,3870277,2898009,0,0
2022-06-19 00:00,44729,492793,7563,0,23634,2357,0,0,571076,111259684,208754537,3733840,23219548,3840867,2897509,0,0
2022-06-18 00:00,196723,257210,801,0,0,0,0,0,454734,111214955,208261744,3726277,23219548,3817233,2895152,0,0
2022-06-17 00:00,277278,155736,2971,0,0,8000,0,0,443985,111018232,208004534,3725476,23219548,3817233,2895152,0,0
2022-06-16 00:00,167796,428831,4991,0,0,1100,0,0,602718,110740954,207848798,3722505,23219548,3817233,2887152,0,0
2022-06-15 00:00,91857,321972,1600,0,0,1708,0,0,417137,110573158,207419967,3717514,23219548,3817233,2886052,0,0
2022-06-14 00:00,263014,137939,15088,0,0,1196,0,0,417237,110481301,207097995,3715914,23219548,3817233,2884344,0,0
2022-06-13 00:00,315525,987020,5856,0,27331,0,0,0,1335732,110218287,206960056,3700826,23219548,3817233,2883148,0,0
2022-06-12 00:00,187397,702556,0,0,18238,4007,0,0,912198,109902762,205973036,3694970,23219548,3789902,2883148,0,0
2022-06-11 00:00,23196,549466,2079,0,10000,3996,0,0,588737,109715365,205270480,3694970,23219548,3771664,2879141,0,0
2022-06-10 00:00,152791,746669,4318,0,0,2789,0,0,906567,109692169,204721014,3692891,23219548,3761664,2875145,0,0
2022-06-09 00:00,162715,988267,11927,200000,18249,2069,0,0,1383227,109539378,203974345,3688573,23219548,3761664,2872356,0,0
2022-06-08 00:00,97468,652783,3223,0,13500,2311,0,0,769285,109376663,202986078,3676646,23019548,3743415,2870287,0,0
2022-06-07 00:00,271882,1086683,5336,0,140044,18162,0,0,1522107,109279195,202333295,3673423,23019548,3729915,2867976,0,0
2022-06-06 00:00,272447,946833,3217,0,15000,5631,0,0,1243128,109007313,201246612,3668087,23019548,3589871,2849814,0,0
2022-06-05 00:00,268731,418809,14872,0,0,10811,0,0,713223,108734866,200299779,3664870,23019548,3574871,2844183,0,0
2022-06-04 00:00,235760,365481,7448,0,15000,0,0,0,623689,108466135,199880970,3649998,23019548,3574871,2833372,0,0
2022-06-03 00:00,128920,867980,8088,23289,0,17019,0,0,1045296,108230375,199515489,3642550,23019548,3559871,2833372,0,0
2022-06-02 00:00,358537,1359083,1719,0,164991,9120,0,0,1893450,108101455,198647509,3634462,22996259,3559871,2816353,0,0
2022-06-01 00:00,515939,588711,739,0,4000,15365,0,0,1124754,107742918,197288426,3632743,22996259,3394880,2807233,0,0
2022-05-31 00:00,274112,1109636,1024,0,0,985,0,0,1385757,107226979,196699715,3632004,22996259,3390880,2791868,0,0
2022-05-30 00:00,479728,665434,7314,0,0,95500,0,0,1247976,106952867,195590079,3630980,22996259,3390880,2790883,0,0
2022-05-29 00:00,256151,492260,0,0,0,2600,0,0,751011,106473139,194924645,3623666,22996259,3390880,2695383,0,0
2022-05-28 00:00,34775,572178,3207,0,0,0,0,0,610160,106216988,194432385,3623666,22996259,3390880,2692783,0,0
2022-05-27 00:00,819550,972593,0,0,0,1607,0,0,1793750,106182213,193860207,3620459,22996259,3390880,2692783,0,0
2022-05-26 00:00,432352,1227400,14353,0,5144,6763,0,0,1686012,105362663,192887614,3620459,22996259,3390880,2691176,0,0
2022-05-25 00:00,412507,1664300,1812,0,93000,834,0,0,2172453,104930311,191660214,3606106,22996259,3385736,2684413,0,0
2022-05-24 00:00,642347,1020206,3711,3271,0,41000,0,0,1710535,104517804,189995914,3604294,22996259,3292736,2683579,0,0
2022-05-23 00:00,855510,494262,2187,0,0,2580,0,0,1354539,103875457,188975708,3600583,22992988,3292736,2642579,0,0
2022-05-22 00:00,357962,473912,0,0,0,79692,0,0,911566,103019947,188481446,3598396,22992988,3292736,2639999,0,0
2022-05-21 00:00,621753,470857,19967,3095,0,22272,0,0,1137944,102661985,188007534,3598396,22992988,3292736,2560307,0,0
2022-05-20 00:00,295110,915930,4312,0,10000,30500,0,0,1255852,102040232,187536677,3578429,22989893,3292736,2538035,0,0
2022-05-19 00:00,318702,1090853,14638,0,0,0,0,0,1424193,101745122,186620747,3574117,22989893,3282736,2507535,0,0
2022-05-18 00:00,607050,646651,2979,0,30000,28161,0,0,1314841,101426420,185529894,3559479,22989893,3282736,2507535,0,0
2022-05-17 00:00,895623,726923,372,0,0,164557,0,0,1787475,100819370,184883243,3556500,22989893,3252736,2479374,0,0
2022-05-16 00:00,1116132,1316023,14627,817,0,30622,0,0,2478221,99923747,184156320,3556128,22989893,3252736,2314817,0,0
2022-05-15 00:00,312905,396292,3192,20663,0,0,0,0,733052,98807615,182840297,3541501,22989076,3252736,2284195,0,0
2022-05-14 00:00,1496710,313459,19270,0,15000,20213,0,0,1864652,98494710,182444005,3538309,22968413,3252736,2284195,0,0
2022-05-13 00:00,1023228,623587,206677,0,0,93402,0,0,1946894,96998000,182130546,3519039,22968413,3237736,2263982,0,0
2022-05-12 00:00,695728,945158,0,0,97799,19065,0,0,1757750,95974772,181506959,3312362,22968413,3237736,2170580,0,0
2022-05-11 00:00,1236578,830298,26070,850000,80000,160283,0,0,3183229,95279044,180561801,3312362,22968413,3139937,2151515,0,0
2022-05-10 00:00,1646896,2148566,32023,0,0,177025,0,0,4004510,94042466,179731503,3286292,22118413,3059937,1991232,0,0
2022-05-09 00:00,1547720,1165212,3954,0,21000,65996,0,0,2803882,92395570,177582937,3254269,22118413,3059937,1814207,0,0
2022-05-08 00:00,1266992,985353,11387,0,34887,160000,0,0,2458619,90847850,176417725,3250315,22118413,3038937,1748211,0,0
2022-05-07 00:00,1707377,1248174,13297,0,34190,384688,0,0,3387726,89580858,175432372,3238928,22118413,3004050,1588211,0,0
2022-05-06 00:00,3087521,743422,25527,0,20000,680441,0,0,4556911,87873481,174184198,3225631,22118413,2969860,1203523,0,0
2022-05-05 00:00,3250571,1886597,91600,0,0,289868,0,0,5518636,84785960,173440776,3200104,22118413,2949860,523082,0,0
2022-05-04 00:00,3081216,1800790,31201,0,20600,233214,0,0,5167021,81535389,171554179,3108504,22118413,2949860,233214,0,0
2022-05-03 00:00,3865049,3328083,24504,286735,55475,0,0,0,7559846,78454173,169753389,3077303,22118413,2929260,0,0,0
2022-05-02 00:00,4704218,2429478,328860,5674,42986,0,0,0,7511216,74589124,166425306,3052799,21831678,2873785,0,0,0
2022-05-01 00:00,12069336,4095812,298423,0,90000,0,0,0,16553571,69884906,163995828,2723939,21826004,2830799,0,0,0
2022-04-30 00:00,8992808,2046388,52884,3945,53058,0,0,0,11149083,57815570,159900016,2425516,21826004,2740799,0,0,0
2022-04-29 00:00,3320666,2855533,33755,219715,351332,0,0,0,6781001,48822762,157853628,2372632,21822059,2687741,0,0,0
2022-04-28 00:00,2942215,3109823,28647,24787,557402,0,0,0,6662874,45502096,154998095,2338877,21602344,2336409,0,0,0
2022-04-27 00:00,3674371,1882709,45276,0,1603207,0,0,0,7205563,42559881,151888272,2310230,21577557,1779007,0,0,0
2022-04-26 00:00,1606575,2989141,189417,3528206,175800,0,0,0,8489139,38885510,150005563,2264954,21577557,175800,0,0,0
2022-04-25 00:00,11237238,1336210,2915,165290,0,0,0,0,12741653,37278935,147016422,2075537,18049351,0,0,0,0
2022-04-24 00:00,8397313,1110728,9054,150000,0,0,0,0,9667095,26041697,145680212,2072622,17884061,0,0,0,0
2022-04-23 00:00,2751548,2086709,161156,120000,0,0,0,0,5119413,17644384,144569484,2063568,17734061,0,0,0,0
2022-04-22 00:00,987204,2653572,77468,8968,0,0,0,0,3727212,14892836,142482775,1902412,17614061,0,0,0,0
2022-04-21 00:00,1246319,2175714,0,0,0,0,0,0,3422033,13905632,139829203,1824944,17605093,0,0,0,0
2022-04-20 00:00,2106520,1494195,22502,30944,0,0,0,0,3654161,12659313,137653489,1824944,17605093,0,0,0,0
2022-04-19 00:00,380913,1363090,0,0,0,0,0,0,1744003,10552793,136159294,1802442,17574149,0,0,0,0
2022-04-18 00:00,927555,681800,32673,0,0,0,0,0,1642028,10171880,134796204,1802442,17574149,0,0,0,0
2022-04-17 00:00,487547,563004,13191,0,0,0,0,0,1063742,9244325,134114404,1769769,17574149,0,0,0,0
2022-04-16 00:00,145863,1458485,37117,0,0,0,0,0,1641465,8756778,133551400,1756578,17574149,0,0,0,0
2022-04-15 00:00,370325,862721,6368,101203,0,0,0,0,1340617,8610915,132092915,1719461,17574149,0,0,0,0
2022-04-14 00:00,136509,1657169,31816,262000,0,0,0,0,2087494,8240590,131230194,1713093,17472946,0,0,0,0
2022-04-13 00:00,753575,774451,1458,0,0,0,0,0,1529484,8104081,129573025,1681277,17210946,0,0,0,0
2022-04-12 00:00,311474,519340,0,0,0,0,0,0,830814,7350506,128798574,1679819,17210946,0,0,0,0
2022-04-11 00:00,423490,717389,12877,0,0,0,0,0,1153756,7039032,128279234,1679819,17210946,0,0,0,0
2022-04-10 00:00,20048,1014850,35887,0,0,0,0,0,1070785,6615542,127561845,1666942,17210946,0,0,0,0
2022-04-09 00:00,214446,783327,6072,0,0,0,0,0,1003845,6595494,126546995,1631055,17210946,0,0,0,0
2022-04-08 00:00,60849,982535,11585,0,0,0,0,0,1054969,6381048,125763668,1624983,17210946,0,0,0,0
2022-04-07 00:00,262912,1174021,158169,0,0,0,0,0,1595102,6320199,124781133,1613398,17210946,0,0,0,0
2022-04-06 00:00,738373,697681,11867,319742,0,0,0,0,1767663,6057287,123607112,1455229,17210946,0,0,0,0
2022-04-05 00:00,721668,644729,35821,0,0,0,0,0,1402218,5318914,122909431,1443362,16891204,0,0,0,0
2022-04-04 00:00,303931,9114536,17512,75000,0,0,0,0,9510979,4597246,122264702,1407541,16891204,0,0,0,0
2022-04-03 00:00,286103,560501,153519,200000,0,0,0,0,1200123,4293315,113150166,1390029,16816204,0,0,0,0
2022-04-02 00:00,811499,575693,0,1768515,0,0,0,0,3155707,4007212,112589665,1236510,16616204,0,0,0,0
2022-04-01 00:00,181894,794406,216336,5229569,0,0,0,0,6422205,3195713,112013972,1236510,14847689,0,0,0,0
2022-03-31 00:00,0,0,0,5,0,0,0,0,5,3013819,111219566,1020174,9618120,0,0,0,0
2022-03-31 00:00,0,2146527,0,0,0,0,0,0,2146527,3013819,111219566,1020174,9618115,0,0,0,0
2022-03-31 00:00,0,0,12200,0,0,0,0,0,12200,3013819,109073039,1020174,9618115,0,0,0,0
2022-03-30 00:00,235463,7225590,0,200000,0,0,0,0,7661053,3013819,109073039,1007974,9618115,0,0,0,0
2022-03-29 00:00,427579,354070,139108,0,0,0,0,0,920757,2778356,101847449,1007974,9418115,0,0,0,0
2022-03-28 00:00,312717,1106485,4743,0,0,0,0,0,1423945,2350777,101493379,868866,9418115,0,0,0,0
2022-03-27 00:00,313321,1694105,6059,158,0,0,0,0,2013643,2038060,100386894,864123,9418115,0,0,0,0
2022-03-26 00:00,439544,464029,10449,0,0,0,0,0,914022,1724739,98692789,858064,9417957,0,0,0,0
2022-03-25 00:00,409206,807297,7344,156,0,0,0,0,1224003,1285195,98228760,847615,9417957,0,0,0,0
2022-03-24 00:00,322569,727817,6754,0,0,0,0,0,1057140,875989,97421463,840271,9417801,0,0,0,0
2022-03-23 00:00,358056,1451890,6688,120149,0,0,0,0,1936783,553420,96693646,833517,9417801,0,0,0,0
2022-03-22 00:00,300,523208,27938,275160,0,0,0,0,826606,195364,95241756,826829,9297652,0,0,0,0
2022-03-21 00:00,195064,774916,8921,680,0,0,0,0,979581,195064,94718548,798891,9022492,0,0,0,0
2022-03-20 00:00,0,0,1304,0,0,0,0,0,1304,0,93943632,789970,9021812,0,0,0,0
2022-03-20 00:00,0,539842,0,0,0,0,0,0,539842,0,93943632,788666,9021812,0,0,0,0
2022-03-19 00:00,0,804430,0,0,0,0,0,0,804430,0,93403790,788666,9021812,0,0,0,0
2022-03-19 00:00,0,0,76610,0,0,0,0,0,76610,0,92599360,788666,9021812,0,0,0,0
2022-03-18 00:00,0,0,296029,0,0,0,0,0,296029,0,91527584,712056,9021812,0,0,0,0
2022-03-18 00:00,0,1071776,0,0,0,0,0,0,1071776,0,92599360,712056,9021812,0,0,0,0
2022-03-18 00:00,0,0,0,1709,0,0,0,0,1709,0,91527584,416027,9021812,0,0,0,0
2022-03-17 00:00,0,1017937,0,0,0,0,0,0,1017937,0,91527584,336243,9020103,0,0,0,0
2022-03-17 00:00,0,0,79784,0,0,0,0,0,79784,0,91527584,416027,9020103,0,0,0,0
2022-03-16 00:00,0,305472,0,0,0,0,0,0,305472,0,90509647,336243,9020103,0,0,0,0
2022-03-15 00:00,0,505853,0,0,0,0,0,0,505853,0,90204175,336243,9020103,0,0,0,0
2022-03-15 00:00,0,0,0,125000,0,0,0,0,125000,0,89698322,336243,9020103,0,0,0,0
2022-03-14 00:00,0,0,0,10,0,0,0,0,10,0,89164502,336243,8895103,0,0,0,0
2022-03-14 00:00,0,533820,0,0,0,0,0,0,533820,0,89698322,336243,8895103,0,0,0,0
2022-03-13 00:00,0,266963,0,0,0,0,0,0,266963,0,89164502,336243,8895093,0,0,0,0
2022-03-12 00:00,0,0,505,0,0,0,0,0,505,0,88603230,336243,8895093,0,0,0,0
2022-03-12 00:00,0,294309,0,0,0,0,0,0,294309,0,88897539,336243,8895093,0,0,0,0
2022-03-12 00:00,0,0,0,75000,0,0,0,0,75000,0,88603230,335738,8895093,0,0,0,0
2022-03-11 00:00,0,299840,0,0,0,0,0,0,299840,0,88603230,329917,8820093,0,0,0,0
2022-03-11 00:00,0,0,5821,0,0,0,0,0,5821,0,88603230,335738,8820093,0,0,0,0
2022-03-10 00:00,0,280076,0,0,0,0,0,0,280076,0,88303390,329917,8820093,0,0,0,0
2022-03-09 00:00,0,0,551,0,0,0,0,0,551,0,88023314,329917,8820093,0,0,0,0
2022-03-09 00:00,0,405278,0,0,0,0,0,0,405278,0,88023314,329366,8820093,0,0,0,0
2022-03-08 00:00,0,0,12035,0,0,0,0,0,12035,0,87225797,329366,8820093,0,0,0,0
2022-03-08 00:00,0,392239,0,0,0,0,0,0,392239,0,87618036,329366,8820093,0,0,0,0
2022-03-07 00:00,0,851511,0,0,0,0,0,0,851511,0,87225797,317331,8820093,0,0,0,0
2022-03-07 00:00,0,0,2197,0,0,0,0,0,2197,0,86374286,317331,8820093,0,0,0,0
2022-03-06 00:00,0,439872,0,0,0,0,0,0,439872,0,86374286,315134,8820093,0,0,0,0
2022-03-06 00:00,0,0,11869,0,0,0,0,0,11869,0,85934414,315134,8820093,0,0,0,0
